Image Name,Box-Counting Dimension Estimator,Box-Counting Dimension Estimator Radius Low,Box-Counting Dimension Estimator Radius High,Correlation Dimension Estimator,Correlation Dimension Estimator Radius Low,Correlation Dimension Estimator Radius High,Correlation Dimension Hill Estimator,Correlation Dimension Hill Radius
Al5Si 3Kmm 0.03mmms 0mT No1  1 mod_OUT,1.880535e+00,9.897600e+01,2.618740e+02,1.445539e+00,6.186000e+00,6.804600e+01,1.849926e+00,3.093000e+01
